accuracy,loss,val_accuracy,val_loss
0.10757575929164886,15.422207832336426,0.12765957415103912,13.214733123779297
0.14848485589027405,11.736352920532227,0.12765957415103912,10.137833595275879
0.12878787517547607,9.076590538024902,0.14539006352424622,7.925541400909424
0.1515151560306549,7.134335994720459,0.152482271194458,6.330098628997803
0.18939393758773804,5.747546195983887,0.19503545761108398,5.179240703582764
0.22575756907463074,4.699925422668457,0.1808510571718216,4.361697673797607
0.3030303120613098,3.9292776584625244,0.2943262457847595,3.783165454864502
0.40454545617103577,3.3845467567443848,0.3510638177394867,3.3625123500823975
0.459090918302536,2.9840736389160156,0.3723404109477997,3.0581653118133545
0.48636364936828613,2.688833475112915,0.3723404109477997,2.836338520050049
0.5257575511932373,2.4893033504486084,0.39007091522216797,2.6874494552612305
0.5621212124824524,2.308891773223877,0.40780141949653625,2.5849220752716064
0.5681818127632141,2.1890344619750977,0.42553192377090454,2.5137453079223633
0.5939394235610962,2.0857391357421875,0.42907801270484924,2.465907335281372
0.6045454740524292,1.9847710132598877,0.45035460591316223,2.4376771450042725
0.6242424249649048,1.9218870401382446,0.4645390212535858,2.4055168628692627
0.668181836605072,1.8375236988067627,0.478723406791687,2.3823792934417725
0.6727272868156433,1.7649153470993042,0.4929077923297882,2.374803066253662
0.7045454382896423,1.7029070854187012,0.4893617033958435,2.364514112472534
0.7227272987365723,1.6470615863800049,0.4964539110660553,2.3587300777435303
0.7333333492279053,1.6168490648269653,0.5035461187362671,2.355321168899536
0.760606050491333,1.5549741983413696,0.5,2.3598132133483887
0.771212100982666,1.51020085811615,0.5070921778678894,2.3404200077056885
0.7818182110786438,1.4620784521102905,0.5035461187362671,2.3359673023223877
0.7848485112190247,1.4401171207427979,0.5106382966041565,2.3384857177734375
0.800000011920929,1.3979647159576416,0.5,2.3356847763061523
0.8151515126228333,1.3678481578826904,0.5106382966041565,2.3404293060302734
0.8136363625526428,1.327649474143982,0.5070921778678894,2.314008951187134
0.8196969628334045,1.3030129671096802,0.5070921778678894,2.320997953414917
0.8333333134651184,1.2640455961227417,0.5,2.3007824420928955
0.8333333134651184,1.23343825340271,0.4964539110660553,2.3029210567474365
0.8484848737716675,1.207680106163025,0.5035461187362671,2.2873222827911377
0.8545454740524292,1.1882847547531128,0.5,2.2785093784332275
0.8666666746139526,1.1613314151763916,0.5035461187362671,2.2821879386901855
0.8651515245437622,1.147355556488037,0.5177304744720459,2.267272710800171
0.8621212244033813,1.1450328826904297,0.5070921778678894,2.2590222358703613
0.8757575750350952,1.1173499822616577,0.5070921778678894,2.2497429847717285
0.8818181753158569,1.0803098678588867,0.5177304744720459,2.239335775375366
0.8909090757369995,1.0658094882965088,0.5106382966041565,2.226872205734253
0.8939393758773804,1.0487792491912842,0.5177304744720459,2.218780755996704
0.8909090757369995,1.0247372388839722,0.5141844153404236,2.2137370109558105
0.8984848260879517,0.9969199299812317,0.521276593208313,2.1940979957580566
0.8984848260879517,0.9816866517066956,0.5177304744720459,2.201793909072876
0.9121212363243103,0.9837865829467773,0.521276593208313,2.188857078552246
0.9015151262283325,0.9565204977989197,0.5248227119445801,2.1848931312561035
0.9121212363243103,0.936393141746521,0.5319148898124695,2.172329902648926
0.9106060862541199,0.9287342429161072,0.5283687710762024,2.16949462890625
0.918181836605072,0.9106258749961853,0.5354610085487366,2.1815714836120605
0.9242424368858337,0.8937193155288696,0.5283687710762024,2.1790876388549805
0.918181836605072,0.8854771256446838,0.5354610085487366,2.183579206466675
